url,title,author,date,body 
http://ift.tt/2ysLwSf,#MeToo Floods Social Media With Stories of Harassment and Assault,['Anna Codrea-Rado'],2017-10-16T10:20:56.000Z,"Twitter bolstered the #MeToo trend by promoting it on Moments, its platform of curated stories.

The company pointed to its statement from last week in which it said it was “proud to empower and support the voices on our platform, especially those that speak truth to power.” It also noted that its chief executive, Jack Dorsey, had tweeted about the company’s efforts to tackle abuse on the site."
http://fb.me/1jdK0V6AO,On a Shockingly Casual Case of Sexual Assault,"['Mary Karr', 'Mary Kar r']",2016-08-11T00:00:35.000,"On a spring day in recent memory, I was strolling up Ninth Avenue alone, after leaving a bistro lunch with a gentleman caller and my soon-to-finish-N.Y.U. son. It was sunny but not yet steaming. Businessmen had their ties tugged loose or suit jackets slung over their shoulders. There were floral frocks and filmy blouses among the adorably pierced and punked-out goths of Hell’s Kitchen. I could almost feel the financial yoke of my son’s college tuition slipping off my neck.

Then an approaching guy chatting equably with a tall friend dodged at me to grab my crotch. I don’t mean brushed by it maybe accidentally; I mean he grabbed between my legs with a meaty claw, big as a waffle iron. He also called me the C-word with breath that stank of beer. Then he passed on into a sandwich shop with his buddy.

He wore a royal-blue plaid short-sleeve shirt you might find in a J. Crew ad, nicely hemmed jean shorts, and pricey sneakers. He was half my age and twice my weight and had the wide, muscled form cultivated by Equinox aficionados. Translation: he wasn’t dope sick or a flat-out loon.

In case you haven’t been on the receiving end of this sort of assault, you should know the primal physiological response it evokes—in this woman, anyway. The stomach drops, as if you’ve been shoved backward from a skyscraper and are flailing through space. Time dismantles. There are more frames per second, and people’s facial features become very specific. This guy had a squashed-down forehead, wide-set eyes, and heavy but neatly waxed brows.

Cops later told me my description was uncannily detailed—the result, I think, of the kind of change in perception post-traumatic-stress experts call “hypervigilance.” The reptilian area of the brain jolts you either to do battle or to bolt. Adrenaline and cortisol juice through you like a hit of meth, so you might find yourself still up and jittery at 4 A.M. (maybe even watching something as god-awful as “Waterworld,” the way I later did).

I stood outside the doorway of the sandwich shop—pulse pounding in my ears, my heart doing mule kicks in my chest. Inside, the Grabber, as I thought of him, was waiting in line to order a sandwich. He was fine; I was the one with the problem.

Shame hit, a cold backwash of elemental shame: something bad had been done to me; therefore I was bad. Even though I knew better, I started scanning for how I’d incited this. Pedestrians glided past. A sandwich was being made. I took stock of what I had on: in some ways, I wish I had been wearing booty shorts and Lucite heels and prissing past the Port Authority Bus Terminal holding my décolletage in my hands and saying “hubba hubba.” I should be able to dress that way if the urge possesses me.

Instead, I was wearing a modest dress and platform slides with big cork soles to save the feet from pounding concrete. For an instant, the shoes looked radiantly slutty, the old-maid equivalent of dominatrix spikes. I was drenched in sweat, and part of me wanted to bolt the two blocks to my apartment, scramble up the stairs, double-latch the door, and crawl behind some heavy furniture. But inside all that noise in my head, some space bar got hit, and a moment of quiet opened up.

One good side effect of a childhood as chaotic as my own is that I’ve worked up habits that can pay off in the middle of a butt-whipping. (I take twenty minutes of silence morning and night, and I see a therapist.) While the Grabber paid for his tidily wrapped sandwich, I noticed all the young women passing by—some, yes, in booty shorts, and with bodacious tatas—and I thought, If this sick bastard will do this to me in broad daylight, what’s he doing to these young’uns at 3 A.M.? My mind shuffled through the myriad times that run-ins like this had happened before. Then I came to and shouted from the doorway, “Not today! Not this bitch! You picked the wrong woman to fuck with today!”

The counter guy, bills in hand, craned around the line to see the madwoman outside. As the Grabber half-turned, the size of him shocked me and I backed away farther, to the other side of a parking meter, where my eyes could still shoot flying cartoon daggers at his broad back, albeit with some yardage between us.

Then a voice rose from the sidewalk. “What’d he do?” It was a man on a rectangle of cardboard you might normally step around.

“He grabbed”—polite words didn’t seem fierce enough, and the gross ones struck me as obscene—“my private zone!” This was the name my kid’s grade-school teacher had used for any area covered by a bathing suit: private zone.

So many guys might shrug it off: What’s the big deal? This one jutted his jaw out, saying, “He cain’t do that” with such fire that I started dialing 911. In a moment, I was on with a police dispatcher, describing the Grabber as he got his change and hustled out of the shop with his friend. They ignored me and started to get away, walking fast toward the bus station. My new friend on the cardboard said, “Go, go, go!” and I started to trot. They broke into a sprint, outpacing me right off.

Around Forty-first Street, a cop car pulled up, and I hopped in and recounted it all as they peeled out like they do on “Law & Order.” The female officer riding shotgun radioed the description I gave her to other cops, who nabbed him and hauled him, handcuffed, before me outside the Port Authority. “That’s him!” I said. He was blank-eyed, as if this whole thing were happening to somebody else. His buddy was amped up, though, claiming his friend hadn’t done anything. I shot back that that was horse hockey—yes, he had—and the buddy walked off as an officer put the Grabber in the back of a cruiser.

How satisfying was all this? Very.

En route to the station, the female officer looked back through the cage: Did I need counselling? I told her I’d had enough counselling to chase the sucker up Ninth Avenue. I only wanted to press charges.

I filed a report. Later they told me the guy was a thirty-something from Jersey. He had a light rap sheet with no record of sexual assault. Nobody ever called me to court, but the cops had cuffed him, dragged him out of the bus station, and booked him. A woman should be able to count on follow-through from the justice system—they’d eventually fail to charge him—but at least he spent a night at Rikers. At the time, I felt somewhat vindicated.

For days after, I kept chewing on what thrill the Grabber got from his move. It just won’t translate to my gender. There are plenty of guys I might fancy kissing on the mouth, but to grab a passing one in the crotch and say, nice package? One pal joked, “Oh, yeah, try it,” suggesting that, for men, any sexual overture is welcome. I asked how he’d feel if a fellow weighing three-forty cornered him somewhere isolated and manhandled him. Suddenly this struck him as way more sinister."
https://www.buzzfeed.com/amphtml/jessicagarrison/subpoena-orders-trump-to-turn-over-documents-from-assault,Trump Given A Subpoena For All Documents Relating To Assault Allegations,[],2017-10-15T15:50:10Z,"Share on Facebook Share on Facebook Share on Twitter Share on Twitter Share on Pinterest Share on Pinterest Pinterest Pinterest Share on Email Share on Email

Share on Facebook Share on Facebook Share on Twitter Share on Twitter Share on Pinterest Share on Pinterest Pinterest Pinterest Share on Email Share on Email

Share on Facebook Share on Facebook Share on Twitter Share on Twitter Share on Pinterest Share on Pinterest Pinterest Pinterest Share on Email Share on Email

A high-stakes legal showdown is brewing for President Donald Trump, as a woman who said he groped her has subpoenaed all documents from his campaign pertaining to “any woman alleging that Donald J. Trump touched her inappropriately.”

The subpoena — whose contents have not been previously reported — was issued in March but entered into the court file last month. The White House did not respond to a request for comment, nor did Trump’s attorney.

Summer Zervos, a former contestant on the Trump’s reality TV show The Apprentice, accused Trump of kissing and grabbing her when she went to his bungalow at the Beverly Hills Hotel in 2007 to discuss a possible job at the Trump Organization. After Zervos made the accusation last October, just weeks before the election, Trump denied her accusation and called it a lie.

She responded by suing him for defamation. As part of that suit, her lawyers served a subpoena on his campaign, asking that it preserve all documents it had about her."
https://twitter.com/i/web/status/919878867485057025,Jadia patel on,[],,"Add this Tweet to your website by copying the code below. Learn more

Add this video to your website by copying the code below. Learn more

By embedding Twitter content in your website or app, you are agreeing to the Twitter Developer Agreement and Developer Policy."
http://fb.me/7lTpZbz3C,Subpoena Orders Trump To Turn Over Documents From Assault Allegations,[],2017-10-15T15:50:10Z,"A high-stakes legal showdown is brewing for President Donald Trump, as a woman who said he groped her has subpoenaed all documents from his campaign pertaining to “any woman alleging that Donald J. Trump touched her inappropriately.”

The subpoena — whose contents have not been previously reported — was issued in March but entered into the court file last month. The White House did not respond to a request for comment, nor did Trump’s attorney.

Summer Zervos, a former contestant on the Trump’s reality TV show The Apprentice, accused Trump of kissing and grabbing her when she went to his bungalow at the Beverly Hills Hotel in 2007 to discuss a possible job at the Trump Organization. After Zervos made the accusation last October, just weeks before the election, Trump denied her accusation and called it a lie.

She responded by suing him for defamation. As part of that suit, her lawyers served a subpoena on his campaign, asking that it preserve all documents it had about her."
https://twitter.com/i/web/status/919875444807294978,Dee Pădure on,[],,"Add this Tweet to your website by copying the code below. Learn more

Add this video to your website by copying the code below. Learn more

By embedding Twitter content in your website or app, you are agreeing to the Twitter Developer Agreement and Developer Policy."
https://www.usatoday.com/story/tech/news/2017/09/19/ellen-pao-asian-women-tech-glass-ceiling-bamboo-ceiling/665822001/,It's called the 'Pao effect' — Asian women in tech are fighting deep-rooted discrimination,[],,"SAN FRANCISCO — Sysamone Phaphon felt lucky when, after quitting her job in health care to start a tech company, she was approached by an investor at a pitch competition.

It was only after the investor lured her on a business trip to New York that she realized the offer to help her raise money was a ruse to sleep with her.

Phaphon says it's an all too common experience for Asian women to get sexually harassed in the tech industry, part of routine discrimination that hampers their careers.

""I wasn’t the only woman at the pitch competition,"" says Phaphon, founder of FilmHero, a Web app for independent filmmakers. ""I was the one he hit on because I was Asian.""

By most measures, Asians and Asian Americans are well represented in tech, with 41% of jobs in Silicon Valley's top companies. Though Asian women hold fewer of those jobs than Asian men, they're employed in far greater numbers than other women of color, leading some to assume they do not face the same levels of discrimination as African Americans and Latinas.

Yet research from Joan C. Williams, a professor at UC Hastings College of the Law, shows that Asian women report experiencing as much bias, and sometimes more, than other women do. And Asian women are the demographic group that is the least represented in the executive suite relative to their percentage in the workforce, according to a study of major San Francisco Bay Area tech companies by the nonprofit Ascend Foundation.

""Asian women face a double whammy of racial and gender discrimination,” says Bo Ren, who worked as a product manager at Facebook and Tumblr.

Fighting to crack that leadened combination of glass ceiling and bamboo ceiling is the subject of Ellen Pao's new tell-all memoir out Tuesday.

Reset: My Fight for Inclusion and Lasting Change details the legal battle against her former venture capital firm that captivated Silicon Valley and brought attention to discrimination against women, in particular Asian women. Pao accused Kleiner Perkins Caufield & Byers of not promoting her because of her gender and retaliating against her for complaining. She lost on all counts.

In Reset, Pao recalls going to work for Kleiner Perkins Caufield & Byers' John Doerr as his chief of staff. He picked her, she says, because he liked the idea of a ""Tiger Mom-raised"" woman. He had two chiefs of staff, the other one a man who focused mostly on investing, while she was asked to help with email, speeches, even babysitting his daughter and other ""less desirable work."" ""There are certain things I am just more comfortable asking a woman to do,"" Pao recalls Doerr telling her.

""Some of us lose and some of us win,"" Pao writes to women in Reset. ""What's important is that we're telling our stories and standing up for ourselves and for each other.""

That's what some women have been doing since Pao filed her lawsuit in 2012, putting their careers on the line to call out companies and individuals that engaged in discrimination — and got away with it. In Silicon Valley, it's called the ""Pao effect.""

Software engineer Tracy Chou pressured some of technology’s most powerful companies to release annual demographic reports on their workforces, revealing just how few women and people of color they employ.

Female entrepreneurs, many of them Asian, stepped forward to expose the predatory behavior of tech investors who sexually harassed women, leading to those investors’ resignations and promises from the tech industry to reform.

Phaphon says the example set by Pao and others gave her the courage to tell her story. ""Only if we are willing to speak up will we be able to change the stereotypes,"" Phaphon says.

Typecast as meek, compliant and domestic, Asian women working in the tech industry say they are frequently pressured into traditionally feminine roles. They get stuck with office housework such as organizing team lunches and with grunt work such as fixing software bugs.

With fewer ""stretch"" assignments that advance their careers, they say they encounter more bias on performance reviews and get overlooked for promotions and pay raises. When they assert or promote themselves, they say they're penalized.

It's not just in big tech companies that Asian women face challenges. When pitching investors, Asian women entrepreneurs say they're told they speak too softly or that they should bring on a male co-founder. They are mistaken for other Asian women. And, they say, they get propositioned all the time.

Beatrice Kim sued her former employer BetterWorks and its then chief executive officer Kris Duggan in July, claiming he assaulted her in a sexually suggestive manner during a company retreat and permitted a hostile work environment in which vulgar remarks were made about women. After the lawsuit was filed, Duggan said he would step down as CEO to take the role of president.

In 2015, Chia Hong, a Taiwanese product manager, sued Facebook, saying her opinions were belittled or ignored in meetings, she was told she looked differently and talked differently than other team members and her boss had her organize parties and serve drinks to male colleagues. Hong dropped her case.

A former software engineer at Twitter, Tina Huang says when she complained the promotion process at the social media company was stacked against women, she was placed on administrative leave. Huang, ‎who's co-founder and chief technology officer of venture-funded tech startup Transposit, sued Twitter and in November is seeking class action status for the other female engineers she says were passed over.

Ellen Pao says it's time for a tech industry reset

After Uber, more women speak up about Silicon Valley sexism

""The story we tell ourselves is that Asian Americans are hardworking and industrious, meek and great at math, conforming, apolitical and, thus, upwardly mobile — but only up to a point,"" says Tina Lee, founder and CEO of MotherCoders.org, which trains women with kids for tech jobs. ""We make great worker bees but we're not leadership material. This is doubly true for API (Asian-Pacific Islander) women.""

Lee is the assertive and plain-spoken founder of a tech nonprofit. She says people often comment that she's ""unconventional.""

""People expect me to be a certain way and I show up another way. I am no more extroverted and loud than many white women I know, but I'm perceived as being unconventional because I'm not the meek Hello Kitty or the cold dragon lady they expect,"" she says.

Asian and Asian American women tend to get lumped into one highly educated, over-achieving, upwardly mobile category, obscuring the wide range of experiences in the Asian and Asian-American populations, from those who grow up economically disadvantaged to immigrant workers from a variety of different cultures.

More:Sexism and Silicon Valley: Women can't raise cash and now we have one more reason why

More:'Boys will be boys' gets a new spin in Silicon Valley sexism scandal

From all appearances, entrepreneur and investor Susan Wu is your typical successful, Ivy League-educated Asian-American woman who has advised a who's who of tech companies, including Medium, Twitter and Square.

What people don't know is that she had an abusive childhood marred by poverty and was shuttled to be with relatives when her mentally ill parents couldn't care for her, she says.

""As an Asian American woman, I'm either a caricature object of sexual interest, a nerdy engineer, a newly arrived immigrant, a tiger mom or an aggressive dragon lady,"" Wu says.

Earlier this year, Wu spoke out about sexual harassment in the industry, saying that she was propositioned by Binary Capital investor Justin Caldbeck while she was fundraising in 2010. Many of the women who went public with allegations that they were sexually harassed by Caldbeck were Asian, too.

""I've been working in tech for 25 years and I'm still waiting to be treated as a whole human being as a default, not as an exception,"" she says.

Even with so many constraints, Asian women are making their mark in tech, from holding management jobs in major tech companies to running their own start-ups and venture funds. And that's lighting the way for others.

Every time Gladys Kong attends a tech conference, someone walks up to her and asks her a marketing or sales question while her male colleagues fields technical questions.

“I either have to wear a sign that I am an engineer or I have to show them I know what I am talking about,"" says Kong. “Yet I am the one behind building the product.”

Not only that, she's the one leading the company. Kong is CEO of mobile location and data company UberMedia and she's working to crack the stereotypical mold of what qualifies someone to be a leader in tech.

Kong didn't speak much English when she immigrated to the U.S. in high school. She focused on math and science, as she did in Hong Kong, and fell in love with programming. She worked at business incubator Idealab, started her own company and then in 2012 joined UberMedia.

Still not the first one to pipe up in a meeting, Kong says she prefers instead to listen to all ideas before sharing her opinion. But she is spending more time on the speaking circuit, determined to show young Asian women that there's room in the tech world for them, including at the top.

“Looking around you don’t see a lot of Asian women role models,” Kong says. “If I can inspire somebody to step up and do what they want to do, that is awesome to me.”

More USA TODAY coverage of inclusion and diversity in tech."
http://ow.ly/2mC050eDQlE,Today in Entertainment: Wendy Williams collapses during her live show; 'House of Cards' halts production in wake of Kevin Spacey accusations,[],2017-10-01T19:19:36.000Z,"Here’s what’s new and interesting in entertainment and the arts:
• Netflix halts ‘House of Cards’ Season 6 production in wake of Kevin Spacey accusations
• Halloween is finally here, and these celebrities have conquered it
• Rose McGowan on months-old arrest warrant: ‘Are they trying to silence me?’"
https://twitter.com/i/web/status/920028002628468736,Gadfly M ⌛️ #IDWP 🦺 on,[],,"Add this Tweet to your website by copying the code below. Learn more

Add this video to your website by copying the code below. Learn more

By embedding Twitter content in your website or app, you are agreeing to the Twitter Developer Agreement and Developer Policy."
http://www.nydailynews.com/news/national/women-share-harrowing-sex-assault-tales-metoo-hashtag-article-1.3565307?via=newsletter&source=CSAMedition,"Actress Alyssa Milano calls on women to share sex assault, harassment encounters with #metoo hashtag",['Nicole Hensley'],2017-10-16T02:33:54Z,"""When we hear cases of sexual abuse, harassment and assault play out in a public way, it gives us all extreme heartache but also, strength and fortitude,"" Milano said. ""Strength to share our stories and feel supported by women and men who can say 'me too'. And if through that gift of fundamental support we can highlight the rampant nature of sexism, sexual harassment and sexual abuse then maybe, just maybe, we can change the culture that has nurtured this behavior and...change it."
https://www.google.com/amp/s/m.huffpost.com/us/entry/us_58e24c14e4b0c777f788d24f/amp,30 Alarming Statistics That Show The Reality Of Sexual Violence In America,[],2017-04-05 12:09:35 -0400,"Zave Smith via Getty Images 13: The percentage of female rape survivors who will attempt suicide.

Every 98 seconds someone in the U.S. is sexually assaulted. That means every single day more than 570 people experience sexual violence in this country.

Since the first step toward preventing sexual violence is understanding the reality of it, we’ve rounded up 30 statistics that show just how insidious it is for National Sexual Assault Awareness and Prevention Month.

Sexual violence is a problem that is deeply rooted in our culture, and these numbers prove that.

The estimated number of women who have been the victims of rape since 1998.

The age range that women are four times more likely than the general population to be victims of rape, attempted rape or sexual assault. Female college students ages 18-24 are three times more likely than women in the general population to experience sexual violence.

The fraction of American women who have survived an attempted or completed rape in their lifetimes.

The amount of times trans people of color are more likely to experience sexual violence than the general population.

The average number of victims of rape and sexual assault per year in the U.S.

The percentage of instances of sexual violence experienced by inmates that are perpetrated by jail or prison staff.

The number of times a person with a disability is more likely to be a victim of sexual assault or rape than a person without a disability.

The percentage of sexual contact between inmates and prison guards that is illegal and, therefore, non-consensual.

The amount of money it costs to get a rape kit tested. According to the Violence Against Women Act, a survivor should never have to pay for their own rape kit, but many states have loopholes that force survivors to do just that.

The age range in which people are most likely to be sexually assaulted.

The fraction of military service members who experienced an assault at the hands of someone in their chain of command.

The amount of money sexual violence and abuse cost the U.S. in 2008 alone."
https://twitter.com/i/web/status/919948668253417473,To The Contrary on,[],,"Add this Tweet to your website by copying the code below. Learn more

Add this video to your website by copying the code below. Learn more

By embedding Twitter content in your website or app, you are agreeing to the Twitter Developer Agreement and Developer Policy."
http://dlvr.it/Pw2s4X,"Iraq, Catalonia, #MeToo: Your Tuesday Briefing",['Patrick Boehler'],2017-10-17T04:03:07.000Z,"130 million years ago, while dinosaurs still walked the Earth, a pair of dead stars collided. The explosion rattled spacetime and sent waves of light across the universe. On August 17, 2017, light from that explosion appeared as a bright pinprick in the galaxy NGC 4993, then faded to a glowing red ember. Ripples of traumatized spacetime from the distant explosion squeezed and stretched the L-shaped arms of the LIGO and Virgo gravitational-wave detectors. Converted to sound waves, the ripples produced a faint rising chirp. Two seconds later, NASA’s Fermi space telescope detected a gamma ray burst. A brief glint of high-energy radiation from one of the most violent events in nature. Astronomers raced to point their telescopes before the precious light faded away. First on the scene was the Swope telescope in Chile. Right on its heels was the nearby Dark Energy Camera. The antennas of the Very Large Array strained to record radio emissions from the fireball. Even the Hubble space telescope turned its peerless mirror toward NGC 4993. Within hours, the distant explosion had become one of the most observed events in recent astronomical history. Astronomers think the story began with a pair of massive stars that were orbiting each other. The larger star ran out of fuel and collapsed into a dense neutron star. Neutron stars are the densest visible objects in the universe, spinning dervishes bristling with powerful magnetic fields. A teaspoonful of this starstuff would weigh as much as Mount Everest. The intense gravity of the neutron star began to steal gas from its aging sister star. The swirl of hot gas dragged the two stars together until the neutron star began orbiting inside its sister, shredding its outer layers into a swirling cloud of elements. But the sister star survived this mutilation, and eventually exploded, too. Collapsing into a second neutron star. The fuse was now lit for one final cataclysm. Twin spheres of incredible density were now locked in an ever tightening dance of doom. Shedding energy in the form of gravitational waves, the two neutron stars spiralled closer and closer, faster and faster. And finally merged in a moment of astrophysical ecstasy. A kilonova explosion. A crucible for cosmic alchemy. The swirling cloud of superheated atoms was bombarded with neutrons, forging new atoms of gold and platinum and other heavy elements. Scientists think most of the precious metals in the universe were created in kilonova explosions like these. When black holes collide there is nothing to see, though LIGO can hear the chirp from their gravitational waves. But neutron stars are visible matter, and collide within a glowing cloud. This was the first gravitational-wave catastrophe that astronomers saw as well as heard. Our first glimpse of the mysterious physics inside neutron stars. And a first fleeting glimpse of a cosmic mint in the sky."
https://mobile.nytimes.com/blogs/kristof/2014/02/01/an-open-letter-from-dylan-farrow/?referer=https://t.co/7SkXTc2wZc?amp=1,503 first byte timeout,[],,
